Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Small millets,2006,Kharif     ,2,4014,1774.9,954376.83,1644.06,0.500384615
Sugarcane,2006,Whole Year ,2,6729,1774.9,3400534.17,5857.94,39.10666667
Sweet potato,2006,Whole Year ,2,4151,1774.9,1035983.52,1784.64,3.406666667
Tapioca,2006,Whole Year ,2,2099,1774.9,341113.41,587.62,4.426923077
Tobacco,2006,Whole Year ,2,571,1774.9,71900.73,123.86,0.5928
Turmeric,2006,Whole Year ,2,4952,1774.9,1499443.11,2583.02,0.723703704
Urad,2006,Rabi       ,2,7394,1774.9,4735359.09,8157.38,0.507777778
Wheat,2006,Rabi       ,2,8331,1774.9,7608067.83,13106.06,1.134444444
Arecanut,2006,Whole Year ,12,10441,1146.3,21506491.71,37048.22,1.286666667
Arhar/Tur,2006,Kharif     ,12,12349,1146.3,76076463.87,131053.34,0.4648
Bajra,2006,Kharif     ,12,11776,1146.3,49354295.76,85020.32,0.485
Bajra,2006,Rabi       ,12,54,1146.3,5619.24,9.68,0.95
Bajra,2006,Summer     ,12,1140,1146.3,157849.56,271.92,0.81
Banana,2006,Whole Year ,12,7651,1146.3,5446320.66,9382.12,19.95814815
Black pepper,2006,Whole Year ,12,5298,1146.3,1752947.46,3019.72,2.216
Cardamom,2006,Whole Year ,12,6478,1146.3,3042946.17,5241.94,0.0575
Castor seed,2006,Kharif     ,12,6183,1146.3,2583573.3,4450.6,0.827727273
Coconut ,2006,Whole Year ,12,11843,1146.3,51552823.41,88807.62,4164.715926
Coriander,2006,Whole Year ,12,3525,1146.3,766004.58,1319.56,0.113157895
Cotton(lint),2006,Whole Year ,12,11746,1146.3,48016661.22,82716.04,1.405
Dry chillies,2006,Whole Year ,12,10010,1146.3,16924256.91,29154.62,1.618888889
Garlic,2006,Whole Year ,12,3723,1146.3,844801.65,1455.3,1.276666667
Ginger,2006,Whole Year ,12,5841,1146.3,2231349.12,3843.84,12.83352941
Gram,2006,Kharif     ,12,10031,1146.3,17121951.99,29495.18,0.164285714
Gram,2006,Rabi       ,12,12467,1146.3,83114817.39,143177.98,0.445833333
Groundnut,2006,Kharif     ,12,12410,1146.3,78923758.32,135958.24,0.4028
Groundnut,2006,Rabi       ,12,10166,1146.3,18585891.72,32017.04,0.9432
Horse-gram,2006,Kharif     ,12,9680,1146.3,14277084.03,24594.46,0.370434783
Horse-gram,2006,Rabi       ,12,10818,1146.3,27144121.95,46759.9,0.368076923
Jowar,2006,Kharif     ,12,11319,1146.3,36718540.65,63253.3,1.11047619
Jowar,2006,Rabi       ,12,12924,1146.3,143929042.3,247939.78,0.603684211
Jowar,2006,Summer     ,12,3085,1146.3,612624.87,1055.34,1.466666667
Linseed,2006,Rabi       ,12,5048,1146.3,1568661.93,2702.26,0.325384615
Maize,2006,Kharif     ,12,12739,1146.3,110577703.5,190487.0,2.7448
Maize,2006,Rabi       ,12,8933,1146.3,10076574.42,17358.44,2.7208
Maize,2006,Summer     ,12,5599,1146.3,2015263.8,3471.6,3.203333333
Mesta,2006,Whole Year ,12,1689,1146.3,255164.58,439.56,1.543333333
Moong(Green Gram),2006,Kharif     ,12,11982,1146.3,56284862.04,96959.28,0.158695652
Moong(Green Gram),2006,Rabi       ,12,4386,1146.3,1154626.11,1989.02,0.29375
Niger seed,2006,Kharif     ,12,6795,1146.3,3502574.46,6033.72,0.213043478
Onion,2006,Whole Year ,12,10252,1146.3,19321118.19,33283.58,6.4348
Other  Rabi pulses,2006,Rabi       ,12,7231,1146.3,4301911.35,7410.7,0.269259259
Other Kharif pulses,2006,Kharif     ,12,9770,1146.3,14857909.11,25595.02,0.785
Potato,2006,Whole Year ,12,8463,1146.3,8093493.54,13942.28,12.976875
Ragi,2006,Kharif     ,12,12244,1146.3,70775988.03,121922.46,1.002631579
Ragi,2006,Rabi       ,12,8264,1146.3,7352392.41,12665.62,1.616153846
Ragi,2006,Summer     ,12,3851,1146.3,894863.97,1541.54,1.996153846
Rapeseed &Mustard,2006,Kharif     ,12,2616,1146.3,471377.61,812.02,0.218235294
Rice,2006,Kharif     ,12,12890,1146.3,136264143.5,234735.82,2.428148148
Rice,2006,Rabi       ,12,7714,1146.3,5627285.73,9693.86,2.335333333
Rice,2006,Summer     ,12,11297,1146.3,36350352.72,62619.04,2.6825
Safflower,2006,Rabi       ,12,8972,1146.3,10294319.97,17733.54,0.673333333
Sannhamp,2006,Whole Year ,12,35,1146.3,3192.75,5.5,0.136666667
Sesamum,2006,Kharif     ,12,9090,1146.3,10900814.76,18778.32,0.597307692
Small millets,2006,Kharif     ,12,7519,1146.3,5055528.06,8708.92,0.442105263
Soyabean,2006,Kharif     ,12,9991,1146.3,16747761.69,28850.58,0.763333333
Sugarcane,2006,Whole Year ,12,11206,1146.3,34410182.4,59276.8,90.2876
Sunflower,2006,Kharif     ,12,12347,1146.3,75997666.8,130917.6,0.407916667
Sunflower,2006,Rabi       ,12,12321,1146.3,74580468.93,128476.26,0.612608696
Sunflower,2006,Summer     ,12,8023,1146.3,6577831.26,11331.32,0.877727273
Sweet potato,2006,Whole Year ,12,2290,1146.3,384917.94,663.08,6.240714286
Tapioca,2006,Whole Year ,12,791,1146.3,104083.65,179.3,9.43375
Tobacco,2006,Whole Year ,12,9521,1146.3,13285671.3,22886.6,0.471875
Turmeric,2006,Whole Year ,12,4017,1146.3,954887.67,1644.94,4.7735
Urad,2006,Kharif     ,12,10031,1146.3,17121951.99,29495.18,0.164285714
Urad,2006,Rabi       ,12,4822,1146.3,1403022.06,2416.92,0.520714286
Wheat,2006,Rabi       ,12,11207,1146.3,34417078.74,59288.68,0.810714286
Arecanut,2006,Whole Year ,13,9463,3429.7,13036381.38,22457.16,0.933571429
Banana,2006,Whole Year ,13,8313,3429.7,7553152.53,13011.46,7.988571429
Black pepper,2006,Whole Year ,13,10852,3429.7,27675906.39,47675.98,0.217857143
Cardamom,2006,Whole Year ,13,7592,3429.7,5282341.02,9099.64,0.057
Cashewnut,2006,Whole Year ,13,8706,3429.7,8998829.73,15501.86,0.577857143
Coconut ,2006,Whole Year ,13,12743,3429.7,111483550.5,192047.46,6522.32
Cotton(lint),2006,Kharif     ,13,1189,3429.7,166023.0,286.0,1.3
Garlic,2006,Whole Year ,13,245,3429.7,28223.91,48.62,17.0
Ginger,2006,Whole Year ,13,4844,3429.7,1415282.22,2438.04,3.239285714
Groundnut,2006,Kharif     ,13,2170,3429.7,359248.23,618.86,0.74
Jowar,2006,Kharif     ,13,1573,3429.7,233326.17,401.94,0.593333333
Other Cereals,2006,Kharif     ,13,623,3429.7,79818.75,137.5,0.793333333
Ragi,2006,Kharif     ,13,526,3429.7,65898.36,113.52,0.7225
Rice,2006,Autumn     ,13,9054,3429.7,10709632.89,18448.98,2.270769231
Rice,2006,Summer     ,13,7349,3429.7,4590663.66,7908.12,2.497857143
Rice,2006,Winter     ,13,10146,3429.7,18354992.04,31619.28,2.286428571
Sesamum,2006,Kharif     ,13,719,3429.7,93483.72,161.04,0.397
Sugarcane,2006,Whole Year ,13,1080,3429.7,148271.31,255.42,33.668
Sweet potato,2006,Whole Year ,13,515,3429.7,64493.55,111.1,11.50071429
Tapioca,2006,Whole Year ,13,9129,3429.7,11127116.88,19168.16,29.46214286
Tobacco,2006,Whole Year ,13,41,3429.7,3959.01,6.82,1.61
Turmeric,2006,Whole Year ,13,2714,3429.7,500240.07,861.74,2.168571429
Arecanut,2006,Whole Year ,24,3361,927.9,705725.46,1215.72,1.603636364
Arhar/Tur,2006,Whole Year ,24,6924,927.9,3719809.17,6407.94,0.744
Bajra,2006,Whole Year ,24,8560,927.9,8366537.52,14412.64,1.588333333
Banana,2006,Whole Year ,24,9557,927.9,13435858.26,23145.32,54.02931034
Black pepper,2006,Whole Year ,24,2621,927.9,472910.13,814.66,0.186923077
Cardamom,2006,Whole Year ,24,2957,927.9,567160.11,977.02,0.0675
Cashewnut,2006,Whole Year ,24,9517,927.9,13277753.28,22872.96,0.503571429
Castor seed,2006,Whole Year ,24,3276,927.9,675458.19,1163.58,0.35375
Coconut ,2006,Whole Year ,24,11740,927.9,47840676.84,82412.88,13584.69138
Coriander,2006,Whole Year ,24,5835,927.9,2225346.75,3833.5,0.321304348
Cotton(lint),2006,Whole Year ,24,9419,927.9,12814293.69,22074.58,2.281111111
Dry chillies,2006,Whole Year ,24,8395,927.9,7843692.78,13511.96,0.803928571
Garlic,2006,Whole Year ,24,538,927.9,67430.88,116.16,5.304
Ginger,2006,Whole Year ,24,664,927.9,85437.99,147.18,18.65625
Gram,2006,Whole Year ,24,3502,927.9,757703.43,1305.26,0.53
Groundnut,2006,Whole Year ,24,12140,927.9,64880766.72,111767.04,2.085357143
Horse-gram,2006,Whole Year ,24,8197,927.9,7105145.85,12239.7,0.5884
Jowar,2006,Whole Year ,24,11358,927.9,37594758.96,64762.72,1.212916667
Maize,2006,Whole Year ,24,10704,927.9,25258739.22,43512.04,4.483076923
Moong(Green Gram),2006,Whole Year ,24,10032,927.9,17122207.41,29495.62,0.588214286
Onion,2006,Whole Year ,24,6959,927.9,3778555.77,6509.14,8.720454545
Potato,2006,Whole Year ,24,3237,927.9,662814.9,1141.8,15.11333333
Ragi,2006,Whole Year ,24,9319,927.9,12193495.38,21005.16,2.046153846
Rapeseed &Mustard,2006,Whole Year ,24,365,927.9,43932.24,75.68,0.150769231
Rice,2006,Kharif     ,24,13213,927.9,246658710.9,424907.34,3.584827586
Sesamum,2006,Whole Year ,24,8069,927.9,6720611.04,11577.28,0.491111111
Small millets,2006,Kharif     ,24,8070,927.9,6730572.42,11594.44,1.057826087
Sugarcane,2006,Whole Year ,24,11797,927.9,49960279.71,86064.22,118.1746429
Sunflower,2006,Whole Year ,24,6694,927.9,3345235.74,5762.68,1.726538462
Sweet potato,2006,Whole Year ,24,1056,927.9,143929.17,247.94,17.74740741
Tapioca,2006,Whole Year ,24,10101,927.9,17831891.88,30718.16,41.62785714
Tobacco,2006,Whole Year ,24,3187,927.9,643786.11,1109.02,1.443333333
Turmeric,2006,Whole Year ,24,7023,927.9,3898730.88,6716.16,5.748148148
Urad,2006,Whole Year ,24,11075,927.9,32056997.94,55223.08,0.6425
Arecanut,2006,Whole Year ,29,6525,1631.4,3113825.22,5364.04,1.957647059
Arhar/Tur,2006,Rabi       ,29,1718,1631.4,261039.24,449.68,0.445454545
Bajra,2006,Kharif     ,29,93,1631.4,10089.09,17.38,0.39
Barley,2006,Rabi       ,29,2191,1631.4,363718.08,626.56,0.993333333
Cardamom,2006,Whole Year ,29,2208,1631.4,367038.54,632.28,0.24
Castor seed,2006,Rabi       ,29,69,1631.4,7407.18,12.76,0.84
Coconut ,2006,Whole Year ,29,6590,1631.4,3201434.28,5514.96,13259.37833
Cotton(lint),2006,Kharif     ,29,3403,1631.4,721561.5,1243.0,3.898571429
Dry chillies,2006,Whole Year ,29,8056,1631.4,6672336.66,11494.12,1.115
Ginger,2006,Kharif     ,29,4563,1631.4,1253601.36,2159.52,1.741666667
Gram,2006,Rabi       ,29,7073,1631.4,3986084.52,6866.64,0.699333333
Groundnut,2006,Whole Year ,29,8256,1631.4,7329915.45,12626.9,1.445
Horse-gram,2006,Rabi       ,29,1940,1631.4,308291.94,531.08,0.531818182
Jowar,2006,Kharif     ,29,1263,1631.4,178155.45,306.9,0.473333333
Jute,2006,Kharif     ,29,12345,1631.4,75971358.54,130872.28,14.85647059
Khesari,2006,Rabi       ,29,7127,1631.4,4106259.63,7073.66,0.802222222
Linseed,2006,Rabi       ,29,3189,1631.4,644424.66,1110.12,0.240769231
Maize,2006,Kharif     ,29,9094,1631.4,10912308.66,18798.12,2.723125
Masoor,2006,Rabi       ,29,8514,1631.4,8203962.69,14132.58,0.561764706
Mesta,2006,Kharif     ,29,4524,1631.4,1233678.6,2125.2,9.248333333
Moong(Green Gram),2006,Kharif     ,29,842,1631.4,111618.54,192.28,0.4475
Moong(Green Gram),2006,Rabi       ,29,1141,1631.4,158104.98,272.36,0.60375
Moong(Green Gram),2006,Summer     ,29,4716,1631.4,1345041.72,2317.04,0.403125
Niger seed,2006,Kharif     ,29,3131,1631.4,629610.3,1084.6,0.481428571
Other Kharif pulses,2006,Kharif     ,29,998,1631.4,134350.92,231.44,0.501666667
Peas & beans (Pulses),2006,Rabi       ,29,5085,1631.4,1595736.45,2748.9,0.679411765
Potato,2006,Whole Year ,29,11860,1631.4,52098145.11,89747.02,13.35111111
Ragi,2006,Kharif     ,29,5190,1631.4,1677470.85,2889.7,0.706
Rapeseed &Mustard,2006,Rabi       ,29,11913,1631.4,53832574.62,92734.84,0.688333333
Rice,2006,Autumn     ,29,11294,1631.4,36251632.89,62448.98,2.001111111
Rice,2006,Summer     ,29,13033,1631.4,178951466.4,308271.26,3.028888889
Rice,2006,Winter     ,29,13518,1631.4,511087246.6,880425.92,2.291666667
Safflower,2006,Rabi       ,29,418,1631.4,50956.29,87.78,0.556666667
Sannhamp,2006,Whole Year ,29,1185,1631.4,165256.74,284.68,5.58125
Sesamum,2006,Whole Year ,29,10721,1631.4,25591679.19,44085.58,0.905555556
Small millets,2006,Kharif     ,29,1421,1631.4,204846.84,352.88,0.591666667
Small millets,2006,Rabi       ,29,1459,1631.4,210721.5,363.0,1.265
Soyabean,2006,Kharif     ,29,541,1631.4,67814.01,116.82,0.5625
Sugarcane,2006,Whole Year ,29,5718,1631.4,2117814.93,3648.26,79.200625
Sunflower,2006,Kharif     ,29,5287,1631.4,1746306.54,3008.28,1.2025
Tobacco,2006,Whole Year ,29,4990,1631.4,1531370.61,2638.02,0.8
Turmeric,2006,Whole Year ,29,5282,1631.4,1744390.89,3004.98,1.942777778
Urad,2006,Kharif     ,29,8104,1631.4,6818181.48,11745.36,0.56
Urad,2006,Rabi       ,29,4001,1631.4,949396.14,1635.48,0.697
Wheat,2006,Rabi       ,29,11654,1631.4,44777807.91,77136.62,2.168888889
Arecanut,2007,Kharif     ,21,73,1434.5875,8137.4,9.76,1.28
Bajra,2007,Kharif     ,21,76,1434.5875,8537.6,10.24,2.08
Banana,2007,Kharif     ,21,339,1434.5875,42421.2,50.88,22.45
Black pepper,2007,Kharif     ,21,19,1434.5875,1600.8,1.92,0.58
Coconut ,2007,Whole Year ,21,1791,1434.5875,288677.6,346.24,10937.2025
Coriander,2007,Rabi       ,21,7,1434.5875,533.6,0.64,0.5
Cotton(lint),2007,Summer     ,21,78,1434.5875,8804.4,10.56,0.615
Dry chillies,2007,Kharif     ,21,2,1434.5875,133.4,0.16,1.0
Dry chillies,2007,Rabi       ,21,2,1434.5875,133.4,0.16,1.0
Dry chillies,2007,Summer     ,21,6,1434.5875,400.2,0.48,1.0
Groundnut,2007,Kharif     ,21,39,1434.5875,3868.6,4.64,1.83
Groundnut,2007,Rabi       ,21,620,1434.5875,82974.8,99.52,1.51
Groundnut,2007,Summer     ,21,132,1434.5875,15074.2,18.08,1.45
Jowar,2007,Kharif     ,21,6,1434.5875,400.2,0.48,1.67
Moong(Green Gram),2007,Summer     ,21,1804,1434.5875,291212.2,349.28,0.406666667
Onion,2007,Rabi       ,21,6,1434.5875,400.2,0.48,8.33
Other  Rabi pulses,2007,Summer     ,21,46,1434.5875,4802.4,5.76,0.92
Ragi,2007,Kharif     ,21,32,1434.5875,3068.2,3.68,1.57
Ragi,2007,Rabi       ,21,6,1434.5875,400.2,0.48,2.0
Ragi,2007,Summer     ,21,55,1434.5875,6003.0,7.2,2.51
Rice,2007,Kharif     ,21,2929,1434.5875,584158.6,700.64,2.986666667
Rice,2007,Rabi       ,21,4900,1434.5875,1522227.4,1825.76,3.02
Rice,2007,Summer     ,21,3042,1434.5875,619909.8,743.52,2.21
Sesamum,2007,Kharif     ,21,21,1434.5875,1867.6,2.24,0.79
Sesamum,2007,Rabi       ,21,30,1434.5875,2801.4,3.36,0.81
Sesamum,2007,Summer     ,21,114,1434.5875,12939.8,15.52,0.825
Small millets,2007,Kharif     ,21,4,1434.5875,266.8,0.32,0.5
Sugarcane,2007,Kharif     ,21,1882,1434.5875,309888.2,371.68,86.75
Sunflower,2007,Kharif     ,21,8,1434.5875,667.0,0.8,0.75
Sweet potato,2007,Rabi       ,21,2,1434.5875,133.4,0.16,1.0
Tapioca,2007,Kharif     ,21,353,1434.5875,44422.2,53.28,26.9
Tapioca,2007,Rabi       ,21,12,1434.5875,800.4,0.96,40.83
Turmeric,2007,Rabi       ,21,7,1434.5875,533.6,0.64,1.5
Urad,2007,Kharif     ,21,68,1434.5875,7603.8,9.12,0.68
Urad,2007,Rabi       ,21,218,1434.5875,26146.4,31.36,0.61
Urad,2007,Summer     ,21,1695,1434.5875,267600.4,320.96,0.393333333
Arecanut,2007,Whole Year ,2,8580,2154.1,8835749.0,10597.6,0.856666667
Arhar/Tur,2007,Kharif     ,2,3487,2154.1,786126.2,942.88,0.712962963
Banana,2007,Whole Year ,2,7711,2154.1,5869466.6,7039.84,13.68962963
Black pepper,2007,Whole Year ,2,2175,2154.1,376588.2,451.68,1.528518519
Castor seed,2007,Kharif     ,2,1105,2154.1,159146.2,190.88,0.4468
Coconut ,2007,Whole Year ,2,6013,2154.1,2509520.8,3009.92,7202.371852
Cotton(lint),2007,Kharif     ,2,1233,2154.1,181290.6,217.44,0.445217391
Dry chillies,2007,Whole Year ,2,5654,2154.1,2147873.4,2576.16,0.625555556
Ginger,2007,Whole Year ,2,5570,2154.1,2084241.6,2499.84,6.94
Gram,2007,Rabi       ,2,1607,2154.1,249591.4,299.36,0.474615385
Jute,2007,Kharif     ,2,8338,2154.1,7982922.8,9574.72,10.37444444
Linseed,2007,Rabi       ,2,4056,2154.1,1018108.8,1221.12,0.5076
Maize,2007,Kharif     ,2,5968,2154.1,2449490.8,2937.92,0.60962963
Masoor,2007,Rabi       ,2,6377,2154.1,2997364.6,3595.04,0.482916667
Mesta,2007,Kharif     ,2,3263,2154.1,700750.2,840.48,4.7625
Moong(Green Gram),2007,Rabi       ,2,4075,2154.1,1029714.6,1235.04,0.43962963
Niger seed,2007,Kharif     ,2,4291,2154.1,1150841.8,1380.32,0.535652174
Onion,2007,Whole Year ,2,3748,2154.1,893379.8,1071.52,2.37037037
Other  Rabi pulses,2007,Rabi       ,2,5392,2154.1,1908153.6,2288.64,0.508461538
Peas & beans (Pulses),2007,Rabi       ,2,6380,2154.1,3003367.6,3602.24,0.624814815
Potato,2007,Whole Year ,2,8845,2154.1,10031279.8,12031.52,6.564444444
Rapeseed &Mustard,2007,Rabi       ,2,10951,2154.1,31322853.6,37568.64,0.503703704
Rice,2007,Autumn     ,2,11668,2154.1,47238941.0,56658.4,1.082592593
Rice,2007,Summer     ,2,11523,2154.1,43073392.6,51662.24,2.085925926
Rice,2007,Winter     ,2,13134,2154.1,219708732.8,263518.72,1.36962963
Sesamum,2007,Kharif     ,2,5126,2154.1,1693379.6,2031.04,0.505555556
Small millets,2007,Kharif     ,2,3814,2154.1,922994.6,1107.04,0.495384615
Sugarcane,2007,Whole Year ,2,6653,2154.1,3432915.6,4117.44,36.67259259
Sweet potato,2007,Whole Year ,2,3813,2154.1,922861.2,1106.88,3.395925926
Tapioca,2007,Whole Year ,2,2063,2154.1,348040.6,417.44,4.444615385
Tobacco,2007,Whole Year ,2,512,2154.1,66833.4,80.16,0.5824
Turmeric,2007,Whole Year ,2,5089,2154.1,1671368.6,2004.64,0.692592593
Urad,2007,Rabi       ,2,7454,2154.1,5107886.0,6126.4,0.531111111
Wheat,2007,Rabi       ,2,8210,2154.1,7479604.6,8971.04,1.225185185
Arecanut,2007,Whole Year ,12,10507,1323.3,23265493.6,27904.64,6.211428571
Arhar/Tur,2007,Kharif     ,12,12519,1323.3,90863542.4,108981.76,0.644230769
Bajra,2007,Kharif     ,12,11943,1323.3,57339588.8,68773.12,0.8875
Bajra,2007,Rabi       ,12,455,1323.3,58562.6,70.24,0.83
Bajra,2007,Summer     ,12,1404,1323.3,211305.6,253.44,0.963333333
Banana,2007,Whole Year ,12,8054,1323.3,6962279.4,8350.56,19.55793103
Black pepper,2007,Whole Year ,12,5688,1323.3,2176954.6,2611.04,3.124166667
Cardamom,2007,Whole Year ,12,6275,1323.3,2826345.8,3389.92,0.0625
Castor seed,2007,Kharif     ,12,6442,1323.3,3119825.8,3741.92,0.6725
Coconut ,2007,Whole Year ,12,11848,1323.3,54070755.2,64852.48,5079.793793
Coriander,2007,Whole Year ,12,3656,1323.3,856828.2,1027.68,0.329545455
Cotton(lint),2007,Whole Year ,12,11842,1323.3,53764068.6,64484.64,1.809
Dry chillies,2007,Kharif     ,12,9927,1323.3,16858024.8,20219.52,0.993928571
Dry chillies,2007,Rabi       ,12,2877,1323.3,570018.2,683.68,1.742307692
Dry chillies,2007,Summer     ,12,3549,1323.3,808270.6,969.44,3.404
Garlic,2007,Whole Year ,12,3571,1323.3,818409.0,981.6,1.284285714
Ginger,2007,Whole Year ,12,5462,1323.3,1971652.0,2364.8,19.98210526
Gram,2007,Rabi       ,12,12372,1323.3,80703131.4,96795.36,0.580833333
Groundnut,2007,Kharif     ,12,12579,1323.3,98311931.4,117915.36,0.732592593
Groundnut,2007,Rabi       ,12,10474,1323.3,22842215.4,27396.96,0.964285714
Horse-gram,2007,Kharif     ,12,9417,1323.3,13374950.8,16041.92,0.563333333
Horse-gram,2007,Rabi       ,12,9930,1323.3,16908183.2,20279.68,0.490714286
Jowar,2007,Kharif     ,12,11413,1323.3,40394587.2,48449.28,1.456666667
Jowar,2007,Rabi       ,12,12894,1323.3,143180221.0,171730.4,1.0625
Jowar,2007,Summer     ,12,3546,1323.3,807603.6,968.64,1.999166667
Linseed,2007,Rabi       ,12,5308,1323.3,1836384.4,2202.56,0.406153846
Maize,2007,Kharif     ,12,12848,1323.3,135416607.8,162418.72,3.112962963
Maize,2007,Rabi       ,12,8903,1323.3,10359043.6,12424.64,3.109230769
Maize,2007,Summer     ,12,6161,1323.3,2671468.4,3204.16,3.179259259
Mesta,2007,Whole Year ,12,1597,1323.3,248257.4,297.76,1.554
Moong(Green Gram),2007,Kharif     ,12,12170,1323.3,69452042.0,83300.8,0.217391304
Moong(Green Gram),2007,Rabi       ,12,4474,1323.3,1254226.8,1504.32,0.344666667
Niger seed,2007,Kharif     ,12,7077,1323.3,4167949.6,4999.04,0.349166667
Onion,2007,Kharif     ,12,10417,1323.3,22100111.2,26506.88,6.5028
Onion,2007,Rabi       ,12,4948,1323.3,1564381.8,1876.32,8.509047619
Onion,2007,Summer     ,12,3061,1323.3,627780.4,752.96,7.833809524
Other  Rabi pulses,2007,Rabi       ,12,7266,1323.3,4591761.4,5507.36,0.269642857
Other Kharif pulses,2007,Kharif     ,12,10164,1323.3,19379418.2,23243.68,0.766153846
Potato,2007,Kharif     ,12,8168,1323.3,7334465.4,8796.96,5.07
Potato,2007,Rabi       ,12,2258,1323.3,394463.8,473.12,12.32909091
Potato,2007,Summer     ,12,1784,1323.3,287610.4,344.96,15.924
Ragi,2007,Kharif     ,12,12641,1323.3,104963255.4,125892.96,1.458095238
Ragi,2007,Rabi       ,12,7430,1323.3,5037050.6,6041.44,1.866
Ragi,2007,Summer     ,12,4156,1323.3,1084808.8,1301.12,2.034
Rapeseed &Mustard,2007,Kharif     ,12,2729,1323.3,527863.8,633.12,0.341875
Rice,2007,Kharif     ,12,12880,1323.3,140265564.4,168234.56,2.567586207
Rice,2007,Rabi       ,12,7554,1323.3,5379355.0,6452.0,2.255333333
Rice,2007,Summer     ,12,11529,1323.3,43291635.0,51924.0,2.846923077
Safflower,2007,Rabi       ,12,8700,1323.3,9367081.2,11234.88,0.817142857
Sannhamp,2007,Whole Year ,12,419,1323.3,53360.0,64.0,0.243333333
Sesamum,2007,Kharif     ,12,9126,1323.3,11593527.2,13905.28,0.565185185
Small millets,2007,Kharif     ,12,7335,1323.3,4759712.0,5708.8,0.465238095
Soyabean,2007,Kharif     ,12,9706,1323.3,15099546.0,18110.4,0.8475
Sugarcane,2007,Whole Year ,12,11430,1323.3,40965005.6,49133.44,83.41653846
Sunflower,2007,Kharif     ,12,12139,1323.3,67701167.0,81200.8,0.516153846
Sunflower,2007,Rabi       ,12,12052,1323.3,62567268.0,75043.2,0.66
Sunflower,2007,Summer     ,12,7898,1323.3,6489910.0,7784.0,1.057142857
Sweet potato,2007,Whole Year ,12,2217,1323.3,385125.8,461.92,6.37625
Tapioca,2007,Whole Year ,12,751,1323.3,103251.6,123.84,9.747142857
Tobacco,2007,Whole Year ,12,9705,1323.3,15095810.8,18105.92,0.46
Turmeric,2007,Whole Year ,12,5252,1323.3,1800900.0,2160.0,7.861111111
Urad,2007,Kharif     ,12,10259,1323.3,20290940.4,24336.96,0.423913043
Urad,2007,Rabi       ,12,4740,1323.3,1418975.8,1701.92,0.367692308
Wheat,2007,Rabi       ,12,11241,1323.3,36762772.2,44093.28,1.018
Arecanut,2007,Whole Year ,13,9404,3489.6,13311585.8,15965.92,0.921428571
Banana,2007,Whole Year ,13,8322,3489.6,7916089.4,9494.56,7.534285714
Black pepper,2007,Whole Year ,13,10520,3489.6,23435578.6,28108.64,0.19
